name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Bonny Pall, Clearcutter",6,"Legendary Creature - Giant Scout",GU,"otj","196",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Draw: Enabler;Strict Landfall: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue;Strict Tokens: Enabler","",124303,false,false,"Bryan Sola"
"Natural Order",4,"Sorcery",G,"vis","114",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Dies: Enabler;Strict Noncreature: Enabler;Strict Sacrifice: Enabler","",7647,false,false,"Terese Nielsen"
"Mayhem Devil",3,"Creature - Devil",BR,"war","204",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Damage: Enabler;Strict Sacrifice: Payoff","",72014,false,false,"Dmitry Burmak"
"Decadent Dragon",4,"Creature - Dragon",R,"woe","223",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Opponent Cards: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Tokens: Enabler","",116796,false,false,"Wylie Beckert"
"Ayara, Widow of the Realm",3,"Legendary Creature - Elf Noble",B,"mom","90",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Damage: Enabler;Strict Dies: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Lifegain: Enabler;Strict Reanimator: Enabler;Strict Reanimator: Payoff;Strict Sacrifice: Enabler","",110012,false,false,"Anna Podedworna"
"The Mightstone and Weakstone",5,"Legendary Artifact - Powerstone",,"bro","238",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Draw: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler","",105100,false,false,"Ryan Pancoast"
"Lurrus of the Dream-Den",3,"Legendary Creature - Cat Nightmare",BW,"iko","226",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Graveyard Cast: Payoff;Strict Lifegain: Enabler","",80461,false,false,"Slawomir Maniak"
"Elesh Norn, Mother of Machines",5,"Legendary Creature - Phyrexian Praetor",W,"one","10",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",106235,false,false,"Martina Fačková"
"Talion, the Kindly Lord",4,"Legendary Creature - Faerie Noble",BU,"woe","215",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Draw: Enabler","",116774,false,false,"Justyna Dura"
"Lingering Souls",3,"Sorcery",W,"dka","12",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Graveyard Cast: Payoff;Strict Noncreature: Enabler;Strict Tokens: Enabler","",43359,false,false,"Bud Cook"
"Peter Parker",2,"Legendary Creature - Human Scientist Hero",W,"spm","10",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Humans: Enabler;Strict Tokens: Enabler","",153255,false,false,"Thanh Tuấn"
"Smirking Spelljacker",5,"Creature - Djinn Wizard Rogue",U,"otc","16",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Opponent Cards: Enabler","",125163,false,false,"Borja Pindado"
"Aragorn, King of Gondor",4,"Legendary Creature - Human Noble",RUW,"ltc","5",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Humans: Enabler;Strict Lifegain: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",113194,false,false,"Yongjae Choi"
"Baleful Strix",2,"Artifact Creature - Bird",BU,"pc2","82",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Draw: Enabler","",45066,false,false,"Nils Hamm"
"Twinmaw Stormbrood",6,"Creature - Dragon",W,"tdm","232",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Damage: Enabler;Strict Lifegain: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",139429,false,false,"Tuan Duong Chu"
"Hostage Taker",4,"Creature - Human Pirate",BU,"xln","223",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Humans: Enabler","",65466,false,false,"Wayne Reynolds"
"Aang, Swift Savior",3,"Legendary Creature - Human Avatar Ally",UW,"tla","204",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Counters: Enabler;Strict Humans: Enabler","",144896,false,false,"Tetsuko"
"Edric, Spymaster of Trest",3,"Legendary Creature - Elf Rogue",GU,"cmd","196",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Draw: Enabler","",40629,false,false,"Volkan Baǵa"
"Koh, the Face Stealer",6,"Legendary Creature - Shapeshifter Spirit",B,"tla","107",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Dies: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",144694,false,false,"Eduardo Francisco"
"Tidehollow Sculler",2,"Artifact Creature - Zombie",BW,"ala","202",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Blink: Payoff","",31125,false,false,"rk post"
"Syr Vondam, Sunstar Exemplar",2,"Legendary Creature - Human Knight",BW,"eoe","231",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Counters: Enabler;Strict Dies: Payoff;Strict Humans: Enabler;Strict Lifegain: Enabler","",143075,false,false,"Ryan Pancoast"
"Elas il-Kor, Sadistic Pilgrim",2,"Legendary Creature - Phyrexian Kor Cleric",BW,"dmu","198",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff;Strict Dies: Payoff;Strict Lifegain: Enabler","",102872,false,false,"G-host Lee"
"Winota, Joiner of Forces",4,"Legendary Creature - Human Warrior",RW,"iko","216",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Attack: Glue;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",80441,false,false,"Magali Villeneuve"
"Kellan, the Fae-Blooded",3,"Legendary Creature - Human Faerie",R,"woe","230",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Equipment: Glue;Strict Equipment: Payoff;Strict Humans: Enabler","",116824,false,false,"Anna Steinbauer"
"Bria, Riptide Rogue",4,"Legendary Creature - Otter Rogue",RU,"blb","379",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Combat Damage: Glue;Strict Noncreature: Payoff","",128999,false,false,"Borja Pindado"
"Dack Fayden",3,"Legendary Planeswalker - Dack",RU,"cns","42",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Draw: Enabler;Strict Noncreature: Enabler;Strict Theft: Enabler","",-1,false,false,"Eric Deschamps"
"Solphim, Mayhem Dominus",4,"Legendary Creature - Phyrexian Horror",R,"one","150",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Damage: Payoff;Strict Discard: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Reanimator: Enabler","",106515,false,false,"Chris Cold"
"Razorkin Needlehead",2,"Creature - Human Assassin",R,"dsk","153",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Damage: Enabler;Strict Draw: Enabler;Strict Humans: Enabler","",130437,false,false,"Riccardo Federici"
"Wishclaw Talisman",2,"Artifact",B,"eld","110",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Noncreature: Enabler","",78342,false,false,"Daarken"
"Abaddon the Despoiler",5,"Legendary Creature - Astartes Warrior",BRU,"40k","171",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",-1,false,false,"Johan Grenier"
"Mosswood Dreadknight",2,"Creature - Human Knight",G,"woe","231",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Dies: Payoff;Strict Draw: Enabler;Strict Graveyard Cast: Payoff;Strict Humans: Enabler","",116828,false,false,"Ryan Pancoast"
"Grim Flayer",2,"Creature - Human Warrior",BG,"emn","184",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Combat Damage: Enabler;Strict Graveyard Types: Payoff;Strict Humans: Enabler","",61506,false,false,"Mathias Kollros"
"Grisly Salvage",2,"Instant",BG,"rtr","165",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",46375,false,false,"Dave Kendall"
"Locke, Treasure Hunter",3,"Legendary Creature - Human Rogue",BR,"fic","87",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Humans: Enabler;Strict Tokens: Enabler","",140167,false,false,"AKAGI"
"Ornery Tumblewagg",3,"Creature - Brushwagg Mount",G,"otj","171",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Attack: Enabler;Strict Counters: Enabler;Strict Counters: Payoff","",124253,false,false,"Izzy"
"Tear Asunder",2,"Instant",G,"dmu","183",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",102842,false,false,"Dave Kendall"
"Vanguard Suppressor",4,"Creature - Astartes Warrior",U,"40k","27",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Draw: Enabler","",108526,false,false,"Fajareka Setiawan"
"Ureni, the Song Unending",8,"Legendary Creature - Spirit Dragon",GRU,"tdm","233",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Damage: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Payoff","",139433,false,false,"Alexander Ostrowski"
"Soulherder",3,"Creature - Spirit",UW,"mh1","214",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Enabler;Strict Blink: Payoff;Strict Counters: Enabler","",72800,false,false,"Seb McKinnon"
"Stormshriek Feral",5,"Creature - Dragon",R,"tdm","124",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler","",139201,false,false,"Joshua Raphael"
"Coveted Jewel",6,"Artifact",,"c18","54",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Draw: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler;Strict Ramp: Glue","",-1,false,false,"Jason A. Engle"
"Molecule Man",6,"Legendary Creature - Human Villain",,"msc","9",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",150457,false,false,"Simon Dominic"
"Calamity, Galloping Inferno",6,"Legendary Creature - Horse Mount",R,"otj","116",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Attack: Glue;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue;Strict Tokens: Enabler","",124143,false,false,"Artur Nakhodkin"
"Silk, Web Weaver",4,"Legendary Creature - Spider Human Hero",GW,"spm","145",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Humans: Enabler;Strict Tokens: Enabler","",153533,false,false,"Carissa Susilo"
"Okoye, Mighty and Adored",4,"Legendary Creature - Human Warrior Hero",GW,"msc","89",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Counters: Enabler;Strict Humans: Enabler","",150617,false,false,"Aniekan Udofia"
"Negan, the Cold-Blooded",5,"Legendary Creature - Human Rogue",BRW,"sld","147",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Sacrifice: Payoff;Strict Tokens: Enabler","",84768,false,false,"Jake Murray"
"Korvold, Fae-Cursed King",5,"Legendary Creature - Dragon Noble",BGR,"eoc","120",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Counters: Enabler;Strict Draw: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Sacrifice: Payoff","",142377,false,false,"Wisnu Tan"
"Satya, Aetherflux Genius",4,"Legendary Creature - Human Artificer",RUW,"m3c","3",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Attack: Glue;Strict Humans: Enabler;Strict Tokens: Enabler","",127483,false,false,"Aaron Miller"
"Ankle Shanker",5,"Creature - Goblin Berserker",BRW,"ktk","164",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Attack: Enabler","",54476,false,false,"Zoltan Boros"
"Sunspine Lynx",4,"Creature - Elemental Cat",R,"blb","155",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",129555,false,false,"Martin Wittfooth"
"Agent Bishop, Man in Black",3,"Legendary Creature - Human Soldier",W,"tmt","2",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler;Strict Humans: Enabler","",147627,false,false,"Adrián Rodríguez Pérez"
"Villainous Wealth",3,"Sorcery",BGU,"ktk","211",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Noncreature: Enabler;Strict Opponent Cards: Enabler","",54448,false,false,"Erica Yang"
"Kefka, Court Mage",5,"Legendary Creature - Human Wizard",BRU,"fin","231",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Draw: Enabler;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",141419,false,false,"Xui Ton"
"Reaver Titan",7,"Artifact - Vehicle",,"40k","163",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Damage: Enabler;Strict Noncreature: Enabler;Strict Ramp: Glue","",108798,false,false,"Philip Helliwell"
"Terra, Herald of Hope",3,"Legendary Creature - Human Wizard Warrior",BRW,"fic","4",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler;Strict Reanimator: Payoff","",139999,false,false,"Marta Nael"
"N'Yami-Class Mother Ship",6,"Artifact - Vehicle",,"msc","110",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Combat Damage: Enabler;Strict Noncreature: Enabler;Strict Ramp: Glue","",150659,false,false,"Kevin Sidharta"
"Atraxa, Grand Unifier",7,"Legendary Creature - Phyrexian Angel",BGUW,"one","196",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Five-Color Domain: Payoff;Strict Lifegain: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",106607,false,false,"Marta Nael"
"Command the Chaff",6,"Instant",U,"cmb1","18",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Noncreature: Enabler;Strict Opponent Cards: Enabler","",-1,false,false,"George Fan"
"Wizened Mentor",2,"Creature - Zombie Cleric",W,"drc","8",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Tokens: Enabler","",137213,false,false,"Bruno Biazotto"
"Saheeli, the Sun's Brilliance",2,"Legendary Creature - Human Artificer",RU,"lci","239",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler;Strict Tokens: Enabler","",118318,false,false,"Cynthia Sheppard"
"Etali, Primal Conqueror",7,"Legendary Creature - Elder Dinosaur",R,"mom","137",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Combat Damage: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",110122,false,false,"Ryan Pancoast"
"Alpha Deathclaw",6,"Creature - Lizard Mutant",BG,"pip","91",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",132431,false,false,"Daarken"
"Norman Osborn",2,"Legendary Creature - Human Scientist Villain",U,"spm","39",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Counters: Enabler;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Cast: Payoff;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler","",153315,false,false,"Scott M. Fischer"
"Dire Fleet Daredevil",2,"Creature - Human Pirate",R,"rix","99",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Humans: Enabler;Strict Opponent Cards: Enabler","",66651,false,false,"Zoltan Boros"
"Culling Ritual",4,"Sorcery",BG,"stx","172",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler;Strict Ramp: Enabler","",88851,false,false,"Lorenzo Mastroianni"
"Kaldra Compleat",7,"Legendary Artifact - Equipment",,"mh2","227",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Equipment: Enabler;Strict Noncreature: Enabler;Strict Ramp: Glue","",90835,false,false,"Vincent Proce"
"Emrakul, the Aeons Torn",15,"Legendary Creature - Eldrazi",,"roe","4",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Payoff","",36396,false,false,"Mark Tedin"
"Badlands",0,"Land - Swamp Mountain",,"lea","277",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Enabler","",-1,false,false,"Rob Alexander"
"Buster Sword",3,"Artifact - Equipment",,"fin","255",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Combat Damage: Enabler;Strict Draw: Enabler;Strict Equipment: Enabler;Strict Noncreature: Enabler","",141477,false,false,"Douzen"
"Dauntless Scrapbot",3,"Artifact Creature - Robot",,"eoe","237",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Tokens: Enabler","",143087,false,false,"Alix Branwyn"
"Scrawling Crawler",3,"Artifact Creature - Phyrexian Construct",,"fdn","132",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Draw: Enabler","",133832,false,false,"Miro Petrov"
"Solemn Simulacrum",4,"Artifact Creature - Golem",,"mrd","245",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Dies: Payoff;Strict Draw: Enabler;Strict Five-Color Domain: Enabler;Strict Landfall: Enabler;Strict Ramp: Enabler","",20209,false,false,"Greg Staples"
